listing_id,status,property_type,title,price_usd,price_period,bedrooms,bathrooms,area_sqm,furnished,community_id,district_id,governorate_id,agency,agent_name,listing_url,scraped_at_utc
AP-22420,rent,Apartment,Sea View | 315 Sqm | Apartment for Rent in Achrafieh,2490,USD / month,3,5,315,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22420/apartment-for-rent-achrafieh-lebanon-AP-22420,1770714746
MRE-M210,buy,Apartment,Exclusive New ApartmentlFew Steps From Sassine Square,480000,USD,2,3,128,no,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/buy-properties-lebanon/MRE-M210/apartment-for-sale-achrafieh-lebanon-MRE-M210,1770714746
MRE-M027,buy,Apartment,102sqm Under Construction ApartmentlStrategic Area,306000,USD,2,2,102,no,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/buy-properties-lebanon/MRE-M027/apartment-for-sale-achrafieh-lebanon-MRE-M027,1770714746
MRE-M189,buy,Apartment,Mar MichaellFully Furnished ApartmentlOpenlSea View,336000,USD,2,2,118,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/buy-properties-lebanon/MRE-M189/apartment-for-sale-achrafieh-lebanon-MRE-M189,1770714746
MRE-M050,buy,Apartment,Mar MichaellNew Modern Furnished Apartment,500000,USD,3,4,180,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/buy-properties-lebanon/MRE-M050/apartment-for-sale-achrafieh-lebanon-MRE-M050,1770714746
MRE-M122,buy,Apartment,Mar MichaellModern DuplexlLarge TerracelOpen Sea View,695000,USD,3,5,232,no,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/buy-properties-lebanon/MRE-M122/apartment-for-sale-achrafieh-lebanon-MRE-M122,1770714746
MRE-M009,rent,Apartment,Sea ViewlHigh End Elegant ApartmentlWith Balcony,2500,USD / month,3,3,200,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/rent-properties-lebanon/MRE-M009/apartment-for-rent-achrafieh-lebanon-MRE-M009,1770714746
MRE-M087,rent,Apartment,SassinelPrivate TerracelHigh End Apartment,3500,USD / month,3,4,270,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/rent-properties-lebanon/MRE-M087/apartment-for-rent-achrafieh-lebanon-MRE-M087,1770714746
MRE-M182,rent,Apartment,New Modern ApartmentlWell Secured BuildinglPrime Area,1400,USD / month,2,2,115,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/rent-properties-lebanon/MRE-M182/apartment-for-rent-achrafieh-lebanon-MRE-M182,1770714746
MRE-M209,rent,Apartment,Mar Michaell3 Bedrooms ApartmentlWith Balconies,1500,USD / month,3,2,165,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/rent-properties-lebanon/MRE-M209/apartment-for-rent-achrafieh-lebanon-MRE-M209,1770714746
MRE-M030,rent,Apartment,Carre' D'orlPrivate Large TerracelWith Shared Gym,2500,USD / month,3,5,300,no,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/rent-properties-lebanon/MRE-M030/apartment-for-rent-achrafieh-lebanon-MRE-M030,1770714746
MRE-M093,rent,Apartment,GemayzehlSpacious ApartmeentlWith Balconies,1750,USD / month,2,3,180,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/rent-properties-lebanon/MRE-M093/apartment-for-rent-achrafieh-lebanon-MRE-M093,1770714747
MRE-M220,rent,Apartment,Charming 3 Bedrooms ApartmentlPrime Location,1500,USD / month,3,4,250,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/rent-properties-lebanon/MRE-M220/apartment-for-rent-achrafieh-lebanon-MRE-M220,1770714747
C21-113492,rent,Apartment,Furnished 240 sqm Apartment For Rent with an Open City View,3333,USD / month,3,5,240,yes,535,28,2,Century21,Century 21,https://www.realestate.com.lb/en/rent-properties-lebanon/C21-113492/apartment-for-rent-down-town-lebanon-C21-113492,1770714747
ML-16758,buy,Apartment,Open Sea View | +140 Sqm Terrace | For Sale in Rawche,2999000,USD,3,4,520,no,1077,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16758/apartment-for-sale-rawche-lebanon-ML-16758,1770714747
ML-16757,buy,Apartment,Sea View - 450 Sqm - Apartment For Sale in Clémanceau,2390000,USD,4,5,450,no,169,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16757/apartment-for-sale-clemenceau-lebanon-ML-16757,1770714747
ML-16756,buy,Duplex,+100 Sqm Terrace | Fully Furnished | Duplex For Sale in Yarzeh,1400000,USD,4,5,400,yes,292,15,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16756/duplex-for-sale-yarzeh-lebanon-ML-16756,1770714747
ML-16755,buy,Apartment,380 Sqm | Apartment For Sale in Jnah,650000,USD,4,4,30,yes,141,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16755/apartment-for-sale-jnah-lebanon-ML-16755,1770714747
ML-16754,buy,Apartment,Sea View - 500 Sqm - Apartment For Sale in Bliss,3300000,USD,4,5,500,yes,2095,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16754/apartment-for-sale-bliss-lebanon-ML-16754,1770714747
ML-16753,buy,Villa,Luxurious villas for Sale in Batroun - 2 Years Payment Plan,350000,USD,4,5,225,no,374,27,3,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16753/villa-for-sale-batroun-lebanon-ML-16753,1770714747
ML-16752,buy,Apartment,Sea View | Furnished Apartment For Sale in Ramlet El Bayda,1200000,USD,3,3,250,yes,831,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16752/apartment-for-sale-ramlet-al-baydah-lebanon-ML-16752,1770714747
ML-16751,buy,Apartment,Fully Decorated | 190 Sqm | Apartment for Sale in Jal el dib,430000,USD,3,4,190,no,939,24,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16751/apartment-for-sale-jal-el-dib-lebanon-ML-16751,1770714747
ML-16750,buy,Villa,800 Sqm Villa For Sale in Beit Mery | Huge Garden,1200000,USD,5,6,800,yes,1011,24,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16750/villa-for-sale-beit-meri-lebanon-ML-16750,1770714747
ML-16749,buy,Apartment,Sea View | Apartment For Sale in Ain Mreisseh,1700000,USD,4,4,445,no,205,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16749/apartment-for-sale-ain-al-mraiseh-lebanon-ML-16749,1770714747
ML-16760,rent,Apartment,Sea View | Furnished Apartment for Rent in Rabieh,3000,USD / month,3,5,350,yes,723,24,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/rent-properties-lebanon/ML-16760/apartment-for-rent-rabieh-lebanon-ML-16760,1770714747
ML-16759,rent,Apartment,Sea View | 400 Sqm | For Rent in Ramlet Al Bayda,5000,USD / month,3,4,400,no,831,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/rent-properties-lebanon/ML-16759/apartment-for-rent-ramlet-al-baydah-lebanon-ML-16759,1770714747
ML-16768,rent,Apartment,Sea View | 320 Sqm | Apartment For Rent in Bliss,4100,USD / month,3,4,320,no,2095,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/rent-properties-lebanon/ML-16768/apartment-for-rent-bliss-lebanon-ML-16768,1770714747
ML-16767,commercial_buy,Office Space,225 Sqm | Office For Sale in Verdun,700000,USD,,2,225,no,795,28,2,Modern Living,Modern Living,https://www.realestate.com.lb/en/commercial-properties-lebanon/ML-16767/office_space-commercial-for-sale-verdun-lebanon-ML-16767,1770714747
ML-16766,commercial_rent,Office Space,125 Sqm - Office For Rent in Waterfront Dbayeh,1250,USD / month,,,125,no,2104,24,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/commercial-properties-lebanon/ML-16766/office_space-commercial-for-rent-dbayeh-waterfront-lebanon-ML-16766,1770714747
ML-16765,rent,Apartment,Luxury Finishing | Panoramic View | Apartment For Rent in Mtayleb,2390,USD / month,3,4,300,yes,760,24,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/rent-properties-lebanon/ML-16765/apartment-for-rent-mtayleb-lebanon-ML-16765,1770714747
ML-16764,commercial_rent,Office Space,Fully Furnished | 420 Sqm | Office For Rent in Hazmieh,6600,USD / month,,4,420,yes,74,15,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/commercial-properties-lebanon/ML-16764/office_space-commercial-for-rent-hazmieh-lebanon-ML-16764,1770714747
ML-16763,rent,Apartment,Private Pool and Garden | 900 Sqm | Apartment for Rent in Monteverde,6800,USD / month,4,5,900,yes,324,24,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/rent-properties-lebanon/ML-16763/apartment-for-rent-monteverde-lebanon-ML-16763,1770714748
ML-16762,commercial_rent,Office Space,110 Sqm - Office For Rent in Antelias,1500,USD / month,,1,110,no,829,24,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/commercial-properties-lebanon/ML-16762/office_space-commercial-for-rent-antelias-lebanon-ML-16762,1770714748
ML-16761,rent,Apartment,Furnished Apartment | Terrace | Mountain View,1500,USD / month,3,4,180,yes,248,24,6,Modern Living,Modern Living,https://www.realestate.com.lb/en/rent-properties-lebanon/ML-16761/apartment-for-rent-qennabet-broummana-lebanon-ML-16761,1770714748
C21-113679,rent,Apartment,500 SQM Villa + 300 SQM Garden and a Mountain View For Sale,95000,USD / year,3,5,500,no,535,28,2,Century21,Century 21,https://www.realestate.com.lb/en/rent-properties-lebanon/C21-113679/apartment-for-rent-down-town-lebanon-C21-113679,1770714748
HERO-S561,buy,Apartment,New Building | Prime Location | Tabaris Area,1100000,USD,3,5,281,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S561/apartment-for-sale-achrafieh-lebanon-HERO-S561,1770714748
HERO-S576,buy,Apartment,Spacious High-End Apartment | Open View | Calm Area,540000,USD,3,4,206,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S576/apartment-for-sale-achrafieh-lebanon-HERO-S576,1770714748
HERO-S775,buy,Apartment,Sunny & Modern Flat | Open View | Prime Location,500000,USD,3,3,180,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S775/apartment-for-sale-achrafieh-lebanon-HERO-S775,1770714748
HERO-S777,buy,Apartment,3BR Apartment | Fully Furnished | Open View,515000,USD,3,3,195,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S777/apartment-for-sale-achrafieh-lebanon-HERO-S777,1770714748
HERO-S769,buy,Apartment,Under Construction | Sea View | 2 years Payment Facilities,350000,USD,2,2,140,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S769/apartment-for-sale-achrafieh-lebanon-HERO-S769,1770714748
RWI-GE185,buy,Apartment,Apartment for Sale in Sassine – 201 sqm,520000,USD,3,4,201,no,969,28,2,Ray White Lebanon,Georges El Khoury,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-GE185/apartment-for-sale-achrafieh-lebanon-RWI-GE185,1770714748
RWI-F850,buy,Land,"Land for Sale in Tarchich – 1,050 sqm",60000,USD,,,1050,no,837,15,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F850/land-for-sale-tarchich-lebanon-RWI-F850,1770714748
RWI-F849,buy,Land,Land for Sale in Tarchich – 700 sqm | Subdivision Project – Road Access,40000,USD,,,700,no,837,15,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F849/land-for-sale-tarchich-lebanon-RWI-F849,1770714748
RWI-F851,rent,Apartment,Apartment for Rent in Daher El Souwan – 200 sqm,1000,USD / month,3,4,200,no,867,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/rent-properties-lebanon/RWI-F851/apartment-for-rent-dahr-el-souane-lebanon-RWI-F851,1770714748
BL-BL1901515,rent,Apartment,Luminous Flat | Terrace | Open View,900,USD / month,1,1,100,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1901515/apartment-for-rent-achrafieh-lebanon-BL-BL1901515,1770714748
BL-BL2225789,rent,Apartment,Bright & Luminous | Calm Area | Balconies,1500,USD / month,3,4,220,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2225789/apartment-for-rent-achrafieh-lebanon-BL-BL2225789,1770714748
BL-BL1905448,rent,Apartment,Modern Flat | Spacious | Wooden Kitchen | Balcony,1800,USD / month,4,2,240,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1905448/apartment-for-rent-achrafieh-lebanon-BL-BL1905448,1770714748
BL-BL2435594,rent,Apartment,Smartly Styled | Modern | Prime Location,2500,USD / month,2,3,130,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2435594/apartment-for-rent-achrafieh-lebanon-BL-BL2435594,1770714748
BL-BL1904409,rent,Apartment,Spacious Apartment | Huge Terrace | Security | View,3500,USD / month,3,3,335,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1904409/apartment-for-rent-achrafieh-lebanon-BL-BL1904409,1770714748
BL-BL1907316,rent,Loft,Spacious & Modern Apartment | Great Location | Sea View,2600,USD / month,2,3,185,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1907316/loft-for-rent-achrafieh-lebanon-BL-BL1907316,1770714748
HERO-PF1155,rent,Apartment,Unique Apartment | Nice Balcony | Sea View,2500,USD / month,2,3,130,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1155/apartment-for-rent-achrafieh-lebanon-HERO-PF1155,1770714748
HERO-PF602,rent,Apartment,Nice Flat | Large Balcony | Front Sea View | Charges Included,1400,USD / month,2,2,120,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF602/apartment-for-rent-achrafieh-lebanon-HERO-PF602,1770714749
HERO-PF1153,rent,Apartment,New Furniture | Nice Building | Open View,1500,USD / month,2,2,100,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1153/apartment-for-rent-achrafieh-lebanon-HERO-PF1153,1770714749
HERO-PF1152,rent,Apartment,Modern Apt. | New Building | Amazing Open View,1350,USD / month,2,2,115,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1152/apartment-for-rent-achrafieh-lebanon-HERO-PF1152,1770714749
HERO-PF985,rent,Apartment,Charming Apartment | Cozy Balcony | Sea View,1500,USD / month,2,4,160,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF985/apartment-for-rent-achrafieh-lebanon-HERO-PF985,1770714749
HERO-PF1140,rent,Apartment,3BR Apt. | Large Balcony | Choose Your Own Furniture,1800,USD / month,3,3,170,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1140/apartment-for-rent-achrafieh-lebanon-HERO-PF1140,1770714749
HERO-PF1077,rent,Apartment,Cozy Apt | New Building | Perfect Location,1000,USD / month,1,1,70,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1077/apartment-for-rent-achrafieh-lebanon-HERO-PF1077,1770714749
HERO-PF999,rent,Apartment,Hot Deal !! Spacious Penthouse With Stunning View,1750,USD / month,4,5,360,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF999/apartment-for-rent-achrafieh-lebanon-HERO-PF999,1770714749
HERO-PF175,rent,Apartment,Open Space Kitchen | Cozy Balcony | Open View,2000,USD / month,2,3,135,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF175/apartment-for-rent-achrafieh-lebanon-HERO-PF175,1770714749
HERO-PF936,rent,Apartment,Charming Fully Furnished Apt+ 2 Balconies,1050,USD / month,2,2,120,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF936/apartment-for-rent-achrafieh-lebanon-HERO-PF936,1770714749
RWI-CM36,buy,Apartment,Apartment for Sale in Rawda – 200 sqm,300000,USD,3,4,200,yes,1268,24,6,Ray White Lebanon,Charbel Meaiky,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-CM36/apartment-for-sale-rawda-lebanon-RWI-CM36,1770714749
RWI-CM35,buy,Apartment,Apartment for Sale in Koura – 160 sqm | Fully Furnished,85000,USD,3,2,160,yes,486,18,3,Ray White Lebanon,Charbel Meaiky,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-CM35/apartment-for-sale-koura-lebanon-RWI-CM35,1770714749
RWI-CM34,rent,Apartment,Roof for Rent in Mar Roukoz – 70 sqm,450,USD / month,2,2,70,no,721,24,6,Ray White Lebanon,Charbel Meaiky,https://www.realestate.com.lb/en/rent-properties-lebanon/RWI-CM34/apartment-for-rent-mar-roukoz-lebanon-RWI-CM34,1770714749
RWI-CM30,rent,Apartment,Apartment for Rent in Jal El Dib – 145 sqm | Semi-Furnished,650,USD / month,3,2,145,partly,939,24,6,Ray White Lebanon,Charbel Meaiky,https://www.realestate.com.lb/en/rent-properties-lebanon/RWI-CM30/apartment-for-rent-jal-el-dib-lebanon-RWI-CM30,1770714749
RWI-CM33,commercial_buy,Land,Land for Sale in Okaibe– 800 sqm | Zone 20–40,120000,USD,,,800,no,870,32,6,Ray White Lebanon,Charbel Meaiky,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWI-CM33/land-commercial-for-sale-okaibeh-lebanon-RWI-CM33,1770714749
HB-HB25044N,buy,Chalet,Chalet with Terrace for Sale in Bekish,290000,USD,2,4,122,no,2106,24,6,HB Real Estate SARL,Hani Barakat,https://www.realestate.com.lb/en/buy-properties-lebanon/HB-HB25044N/chalet-for-sale-qanat-bakish-lebanon-HB-HB25044N,1770714749
HB-HB25046F,rent,Apartment,Apartment with Terrace for Rent in Rabieh,2500,USD / month,4,5,359,no,723,24,6,HB Real Estate SARL,Hani Barakat,https://www.realestate.com.lb/en/rent-properties-lebanon/HB-HB25046F/apartment-for-rent-rabieh-lebanon-HB-HB25046F,1770714749
AP-22391,buy,Apartment,175 Sqm | Apartment For Sale in Downtown,1300000,USD,2,3,175,yes,535,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22391/apartment-for-sale-down-town-lebanon-AP-22391,1770714749
AP-22390,buy,Apartment,790 Sqm | Pool&Gym | Open Seaview,6900000,USD,4,6,790,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22390/apartment-for-sale-achrafieh-lebanon-AP-22390,1770714749
AP-22389,buy,Apartment,Spacious Terrace | Shared Pool and Gym | For Sale in Saifi,2300000,USD,3,5,380,yes,105,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22389/apartment-for-sale-saifi-lebanon-AP-22389,1770714749
AP-22388,buy,Apartment,Panoramic View | High Floor | For Sale In Achrafieh,940000,USD,3,4,300,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22388/apartment-for-sale-achrafieh-lebanon-AP-22388,1770714749
